time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
2.844976,0.009449,0.006944,-0.008132,-0.008172,0.088499,0.107445
2.849976,0.009456,0.006950,-0.008288,-0.008288,0.092179,0.110389
2.854975,0.009378,0.006857,-0.008358,-0.008361,0.096101,0.115097
2.859975,0.009190,0.006708,-0.008341,-0.008338,0.100265,0.118428
2.864975,0.008867,0.006321,-0.008276,-0.008246,0.104667,0.123709
2.869974,0.008417,0.005961,-0.008171,-0.008153,0.109302,0.127418
2.874974,0.007842,0.005272,-0.008090,-0.008041,0.114169,0.133257
2.879974,0.007197,0.004754,-0.008033,-0.007986,0.119264,0.137333
2.884973,0.006631,0.004077,-0.008017,-0.007950,0.124586,0.143720
2.889973,0.006220,0.003748,-0.008031,-0.007953,0.130134,0.148158
2.894973,0.005995,0.003476,-0.007987,-0.007882,0.135904,0.155082
2.899972,0.005854,0.003363,-0.007832,-0.007747,0.141895,0.159874
2.904972,0.005749,0.003237,-0.007540,-0.007379,0.148112,0.167334
2.909971,0.005613,0.003129,-0.007073,-0.006992,0.154554,0.172486
2.914971,0.005436,0.002915,-0.006460,-0.006239,0.161220,0.180483
2.919971,0.005212,0.002736,-0.005755,-0.005659,0.168106,0.185991
